"FacilityID";"ProvinceCode";"DistrictCode";"FacilityCode";"FacilityName";"FullFacilityCode";"FullFacilityCodeDashes"
403;2;"1";"45";"Chiriseri Clinic";"020145";"02-01-45"
404;2;"1";"46";"Manhenga Clinic";"020146";"02-01-46"
405;2;"1";"61";"Rusununguko Clinic";"020161";"02-01-61"
406;2;"1";"62";"Chipadze Clinic";"020162";"02-01-62"
407;2;"1";"63";"Chiwaridzo Clinic";"020163";"02-01-63"
408;2;"1";"75";"Freda Rebecca";"020175";"02-01-75"
409;2;"1";"76";"Trojan Nickel Clinic";"020176";"02-01-76"
410;2;"1";"77";"Farm Health Scheme";"020177";"02-01-77"
411;2;"1";"78";"Foothills";"020178";"02-01-78"
412;2;"1";"79";"Busce Clinic";"020179";"02-01-79"
413;2;"1";"80";"Mupandira R H C";"020180";"02-01-80"
414;2;"1";"81";"ZNFPC Clinic";"020181";"02-01-81"
415;2;"1";"82";"Rutope Clinic";"020182";"02-01-82"
416;2;"1";"83";"Manga R H C";"020183";"02-01-83"
417;2;"2";"01";"Chawarura R.H.C.";"020201";"02-02-01"
418;2;"2";"02";"Hoya R.H.C.";"020202";"02-02-02"
419;2;"2";"03";"Machaya R.H.C.";"020203";"02-02-03"
420;2;"2";"04";"Muzarabani R.H.C.";"020204";"02-02-04"
421;2;"2";"07";"Chidikamwedzi Clinic";"020207";"02-02-07"
422;2;"2";"08";"Chinyani Clinic";"020208";"02-02-08"
423;2;"2";"0A";"St.Albert's";"02020A";"02-02-0A"
424;2;"2";"25";"Hwata Clinic";"020225";"02-02-25"
425;2;"2";"26";"Dambakurima Clinic";"020226";"02-02-26"
426;2;"2";"45";"David Nelson Clinic";"020245";"02-02-45"
427;2;"2";"81";"Farm Health Scheme";"020281";"02-02-81"
428;2;"2";"85";"Chadereka R.H.C";"020285";"02-02-85"
429;2;"3";"01";"Bvochora R.H.C.";"020301";"02-03-01"
430;2;"3";"02";"Masoka R.H.C";"020302";"02-03-02"
431;2;"3";"03";"Mashumbi Pools R.H.C";"020303";"02-03-03"
432;2;"3";"04";"Masomo R.H.C";"020304";"02-03-04"
433;2;"3";"05";"Negomo R.H.C.";"020305";"02-03-05"
434;2;"3";"06";"Nyamhondoro R.H.C.";"020306";"02-03-06"
435;2;"3";"07";"Shinje R.H.C.";"020307";"02-03-07"
436;2;"3";"0A";"Mvirwi";"02030A";"02-03-0A"
437;2;"3";"0B";"Guruve";"02030B";"02-03-0B"
438;2;"3";"0C";"Chitsungo";"02030C";"02-03-0C"
439;2;"3";"25";"Angwa R.H.C.";"020325";"02-03-25"
440;2;"3";"26";"Bakasa R.H.C.";"020326";"02-03-26"
441;2;"3";"27";"Bepura R.H.C";"020327";"02-03-27"
442;2;"3";"28";"Chapoto R.H.C.";"020328";"02-03-28"
443;2;"3";"29";"Chipuriro R.H.C.";"020329";"02-03-29"
444;2;"3";"30";"Gonono R.H.C.";"020330";"02-03-30"
445;2;"3";"31";"Kachuta R.H.C.";"020331";"02-03-31"
446;2;"3";"32";"Mahuwe R.H.C.";"020332";"02-03-32"
447;2;"3";"33";"Matsvitsi R.H.C.";"020333";"02-03-33"
448;2;"3";"34";"Gota R.H.C";"020334";"02-03-34"
449;2;"3";"35";"Musengezi R.H.C";"020335";"02-03-35"
450;2;"3";"36";"ZRP";"020336";"02-03-36"
451;2;"3";"37";"FHS";"020337";"02-03-37"
452;2;"3";"38";"Chikafa R.H.C";"020338";"02-03-38"
453;2;"3";"39";"Nyakapupu R.H.C";"020339";"02-03-39"
454;2;"3";"40";"Chirunya R.H.C";"020340";"02-03-40"
455;2;"3";"41";"Chidodo R.H.C";"020341";"02-03-41"
456;2;"3";"42";"Nyambudzi R.H.C";"020342";"02-03-42"
457;2;"3";"43";"Ruyamuro R.H.C";"020343";"02-03-43"
458;2;"4";"01";"Chinehasha R.H.C.";"020401";"02-04-01"
459;2;"4";"02";"Nyakudya R.H.C.";"020402";"02-04-02"
460;2;"4";"03";"Shutu R.H.C.";"020403";"02-04-03"
461;2;"4";"04";"Hatcliffe Extension Clinic";"020404";"02-04-04"
462;2;"4";"05";"Montgomery Clinic";"020405";"02-04-05"
463;2;"4";"06";"Donje Clinic";"020406";"02-04-06"
464;2;"4";"07";"Cranham Extension Clinic";"020407";"02-04-07"
465;2;"4";"08";"Adura Clinic";"020408";"02-04-08"
466;2;"4";"09";"Danbery Park Clinic";"020409";"02-04-09"
467;2;"4";"0A";"Concession";"02040A";"02-04-0A"
468;2;"4";"0B";"Rosa";"02040B";"02-04-0B"
469;2;"4";"0C";"Howard";"02040C";"02-04-0C"
470;2;"4";"0D";"Mazowe Citrus";"02040D";"02-04-0D"
471;2;"4";"0E";"Mvurwi Hospital";"02040E";"02-04-0E"
472;2;"4";"10";"Davaar Clinic";"020410";"02-04-10"
473;2;"4";"11";"Von Abo Clinic";"020411";"02-04-11"
474;2;"4";"25";"Bare Clinic";"020425";"02-04-25"
475;2;"4";"26";"Gunguwe Clinic";"020426";"02-04-26"
476;2;"4";"27";"Jingamvura Clinic";"020427";"02-04-27"
477;2;"4";"28";"Makope Clinic";"020428";"02-04-28"
478;2;"4";"29";"Mukodzongi Clinic";"020429";"02-04-29"
479;2;"4";"30";"Christon Bank Clinic";"020430";"02-04-30"
480;2;"4";"31";"Mvurwi Fhc";"020431";"02-04-31"
481;2;"4";"32";"Nzvimbo Clinic";"020432";"02-04-32"
482;2;"4";"45";"Belgownie Clinic";"020445";"02-04-45"
483;2;"4";"46";"Home Eden Clinic";"020446";"02-04-46"
484;2;"4";"47";"Tsungubvi Clinic";"020447";"02-04-47"
485;2;"4";"75";"Henderson Clinic";"020475";"02-04-75"
486;2;"4";"76";"Iron Duke Clinic";"020476";"02-04-76"
487;2;"4";"77";"Mazowe Mine Clinic";"020477";"02-04-77"
488;2;"4";"78";"Stories Clinic";"020478";"02-04-78"
489;2;"4";"81";"Hatcliffe";"020481";"02-04-81"
490;2;"4";"82";"Nemc";"020482";"02-04-82"
491;2;"4";"83";"Montgomery C.C";"020483";"02-04-83"
492;2;"4";"84";"Dambo Clinic";"020484";"02-04-84"
493;2;"4";"85";"Forrester Clinic";"020485";"02-04-85"
494;2;"4";"86";"Mazowe Secondary Clinic";"020486";"02-04-86"
495;2;"5";"01";"Dotito R.H.C.";"020501";"02-05-01"
496;2;"5";"02";"Kamutsenzere R.H.C.";"020502";"02-05-02"
497;2;"5";"03";"Mukumbura R.H.C.";"020503";"02-05-03"
498;2;"5";"04";"Nyamahobogo R.H.C.";"020504";"02-05-04"
499;2;"5";"05";"Pfunyangowu R.H.C.";"020505";"02-05-05"
500;2;"5";"06";"Tsakare R.H.C.";"020506";"02-05-06"
501;2;"5";"07";"Mutungagore Clinic";"020507";"02-05-07"
502;2;"5";"08";"Mutasa Clinic";"020508";"02-05-08"
503;2;"5";"09";"Chiburi Clinic";"020509";"02-05-09"
504;2;"5";"0A";"Mt.Darwin";"02050A";"02-05-0A"
505;2;"5";"0B";"Karanda Hospital";"02050B";"02-05-0B"
506;2;"5";"10";"Amanda Clinic";"020510";"02-05-10"
507;2;"5";"25";"Chahwanda R.H.C.";"020525";"02-05-25"
508;2;"5";"26";"Kaitano R.H.C.";"020526";"02-05-26"
509;2;"5";"27";"Nembire R.H.C.";"020527";"02-05-27"
510;2;"5";"28";"Pachanza Clinic";"020528";"02-05-28"
511;2;"5";"29";"Bveke Clinic";"020529";"02-05-29"
512;2;"5";"30";"ZRP Clinic";"020530";"02-05-30"
513;2;"5";"31";"ZPS Clinic";"020531";"02-05-31"
514;2;"5";"32";"Matope Clinic";"020532";"02-05-32"
515;2;"5";"33";"Bandimba R.H.C.";"020533";"02-05-33"
516;2;"6";"01";"Mukosa R.H.C.";"020601";"02-06-01"
517;2;"6";"02";"Mukonde R.H.C.";"020602";"02-06-02"
518;2;"6";"03";"Nhawa R.H.C.";"020603";"02-06-03"
519;2;"6";"04";"Rushinga R.H.C.";"020604";"02-06-04"
520;2;"6";"05";"Mazowe Camp";"020605";"02-06-05"
521;2;"6";"06";"Nyamatikiti Camp";"020606";"02-06-06"
522;2;"6";"07";"Chimandau R.H.C.";"020607";"02-06-07"
523;2;"6";"0A";"Chimhanda Hospital";"02060A";"02-06-0A"
524;2;"6";"0B";"Mary Mount";"02060B";"02-06-0B"
525;2;"6";"25";"Bungwe Clinic";"020625";"02-06-25"
526;2;"6";"26";"Rusambo Clinic";"020626";"02-06-26"
527;2;"6";"27";"Chimhanda Clinic";"020627";"02-06-27"
528;2;"7";"01";"Nyamaruro R.H.C.";"020701";"02-07-01"
529;2;"7";"02";"Chinduduma Primary";"020702";"02-07-02"
530;2;"7";"03";"Chishapa Clinic";"020703";"02-07-03"
531;2;"7";"04";"Goora R.H.C.";"020704";"02-07-04"
532;2;"7";"05";"Mupfurudzi R.H.C.";"020705";"02-07-05"
533;2;"7";"0A";"Shamva District Hosp";"02070A";"02-07-0A"
534;2;"7";"0B";"Madziwa Rural Hospital";"02070B";"02-07-0B"
535;2;"7";"12";"Wadzanai Clinic";"020712";"02-07-12"
536;2;"7";"25";"Bushu Clinic";"020725";"02-07-25"
537;2;"7";"26";"Chidembo Clinic";"020726";"02-07-26"
538;2;"7";"27";"Chihuri Clinic";"020727";"02-07-27"
539;2;"7";"45";"Mobile Clinic";"020745";"02-07-45"
540;2;"7";"75";"Madziwa Mine Clinic";"020775";"02-07-75"
541;2;"7";"76";"Shamwa Gold Mine";"020776";"02-07-76"
542;2;"8";"01";"Masoka R.H.C.";"020801";"02-08-01"
543;2;"8";"02";"Masomo R.H.C.";"020802";"02-08-02"
544;2;"8";"03";"Mushumbi R.H.C.";"020803";"02-08-03"
545;2;"8";"0B";"Chitsungo Mission Hospital";"02080B";"02-08-0B"
546;2;"8";"20";"Chapoto R.H.C.";"020820";"02-08-20"
547;2;"8";"21";"Angwa R.H.C.";"020821";"02-08-21"
548;2;"8";"30";"Chikafa R.H.C.";"020830";"02-08-30"
549;2;"8";"31";"Gonono R.H.C.";"020831";"02-08-31"
550;2;"8";"32";"Musengezi R.H.C.";"020832";"02-08-32"
551;2;"8";"33";"Mahuwe R.H.C.";"020833";"02-08-33"
552;2;"8";"34";"Chirunya R.H.C.";"020834";"02-08-34"
553;2;"8";"35";"Nyambudzi R.H.C.";"020835";"02-08-35"
554;2;"8";"41";"Chidodo R.H.C.";"020841";"02-08-41"
555;3;"1";"01";"Mufudziwakanaka R.H.C..";"030101";"03-01-01"
556;3;"1";"02";"Murezi R.H.C.";"030102";"03-01-02"
557;3;"1";"03";"Nyamhere R.H.C.";"030103";"03-01-03"
558;3;"1";"04";"Zvamatobwe R.H.C.";"030104";"03-01-04"
559;3;"1";"05";"Range R.H.C.";"030105";"03-01-05"
560;3;"1";"0A";"Chivu Hospital";"03010A";"03-01-0A"
561;3;"1";"0B";"Nharira Hospital";"03010B";"03-01-0B"
562;3;"1";"0C";"Range Hospital";"03010C";"03-01-0C"
563;3;"1";"0D";"Sadza Hospital";"03010D";"03-01-0D"
564;3;"1";"0E";"Gandachibvuva Hospital";"03010E";"03-01-0E"
565;3;"1";"25";"Bvumbura Clinic";"030125";"03-01-25"
566;3;"1";"26";"Gokomere Clinic";"030126";"03-01-26"
567;3;"1";"27";"Madamombe Clinic";"030127";"03-01-27"
568;3;"1";"28";"Manyene Clinic";"030128";"03-01-28"
569;3;"1";"29";"Masasa Clinic";"030129";"03-01-29"
570;3;"1";"30";"Mbiru Clinic";"030130";"03-01-30"
571;3;"1";"31";"Mushore Clinic";"030131";"03-01-31"
572;3;"1";"32";"Nhangembwe Clinic";"030132";"03-01-32"
573;3;"1";"33";"Pokoteke Clinic";"030133";"03-01-33"
574;3;"1";"34";"Rutanhira Clinic";"030134";"03-01-34"
575;3;"1";"35";"Shumba Clinic";"030135";"03-01-35"
576;3;"1";"36";"Unyetu Clinic";"030136";"03-01-36"
577;3;"1";"37";"Wazvaramhaka Clinic";"030137";"03-01-37"
578;3;"1";"45";"Chivu Clinic";"030145";"03-01-45"
579;3;"1";"46";"Gandami Clinic";"030146";"03-01-46"
580;3;"1";"47";"Lancshire Clinic";"030147";"03-01-47"
581;3;"1";"48";"Mutoro Clinic";"030148";"03-01-48"
582;3;"1";"49";"Wiltshire Clinic";"030149";"03-01-49"
583;3;"1";"91";"Daramombe Clinic";"030191";"03-01-91"
584;3;"1";"92";"Mwerahari Clinic";"030192";"03-01-92"
585;3;"2";"01";"Bosha R.H.C.";"030201";"03-02-01"
586;3;"2";"02";"Domboshava R.H.C.";"030202";"03-02-02"
587;3;"2";"03";"Mwanza R.H.C.";"030203";"03-02-03"
588;3;"2";"04";"Rusununguko Clinic";"030204";"03-02-04"
589;3;"2";"0A";"Makumbe District Hospital";"03020A";"03-02-0A"
590;3;"2";"0C";"Ruwa Hospital";"03020C";"03-02-0C"
591;3;"2";"0D";"Chikwaka Hospital";"03020D";"03-02-0D"
592;3;"2";"25";"Chinamhora Clinic";"030225";"03-02-25"
593;3;"2";"26";"Chinyika Clinic";"030226";"03-02-26"
594;3;"2";"27";"Kowowo Clinic";"030227";"03-02-27"
595;3;"2";"28";"Masukandoro Clinic";"030228";"03-02-28"
596;3;"2";"29";"Nyawure Clinic";"030229";"03-02-29"
597;3;"2";"30";"Pote Clinic";"030230";"03-02-30"
598;3;"2";"45";"Bromley Clinic";"030245";"03-02-45"
599;3;"2";"46";"Cranborne Clinic";"030246";"03-02-46"
600;3;"2";"47";"Henry John Rheimer Clinic";"030247";"03-02-47"
601;3;"2";"48";"Kubatsirana Clinic";"030248";"03-02-48"
602;3;"2";"49";"Rusike Clinic";"030249";"03-02-49"
603;3;"2";"50";"Ruwa Clinic";"030250";"03-02-50"
604;3;"2";"51";"Joan Rankini Clinic";"030251";"03-02-51"
605;3;"2";"52";"St Joseph Clinic";"030252";"03-02-52"
606;3;"2";"75";"Acturus Clinic";"030275";"03-02-75"
607;3;"3";"01";"Kafura R.H.C.";"030301";"03-03-01"
608;3;"3";"02";"Karimbika R.H.C.";"030302";"03-03-02"
609;3;"3";"03";"Sowa R.H.C.";"030303";"03-03-03"
610;3;"3";"04";"Marembera R.H.C.";"030304";"03-03-04"
611;3;"3";"0A";"Mutawatawa District Hospital";"03030A";"03-03-0A"
612;3;"3";"25";"Borera Clinic";"030325";"03-03-25"
613;3;"3";"26";"Chikuhwa Clinic";"030326";"03-03-26"
614;3;"3";"27";"Chipfunde Clinic";"030327";"03-03-27"
615;3;"3";"28";"Chitimbe Clinic";"030328";"03-03-28"
616;3;"3";"29";"Chitsungo Clinic";"030329";"03-03-29"
617;3;"3";"30";"Manyika Clinic";"030330";"03-03-30"
618;3;"3";"31";"Maramba Clinic";"030331";"03-03-31"
619;3;"3";"32";"Mashambanhaka Clinic";"030332";"03-03-32"
620;3;"3";"33";"Nhakiwa Clinic";"030333";"03-03-33"
621;3;"3";"34";"Nyakasoro Clinic";"030334";"03-03-34"
622;3;"3";"36";"Nyanzou Clinic";"030336";"03-03-36"
623;3;"3";"37";"Muskwe Clinic";"030337";"03-03-37"
624;3;"3";"91";"Dindi Clinic";"030391";"03-03-91"
625;3;"4";"01";"Garaba R.H.C.";"030401";"03-04-01"
626;3;"4";"02";"Goneso R.H.C.";"030402";"03-04-02"
627;3;"4";"03";"Goto R.H.C.";"030403";"03-04-03"
628;3;"4";"04";"Makanda R.H.C.";"030404";"03-04-04"
629;3;"4";"05";"Sengezi R.H.C.";"030405";"03-04-05"
630;3;"4";"0A";"Hwedza Hospital";"03040A";"03-04-0A"
631;3;"4";"0B";"Mt. St.Mary's";"03040B";"03-04-0B"
632;3;"4";"25";"Chigondo R.H.C.";"030425";"03-04-25"
633;3;"4";"26";"Masikana Clinic";"030426";"03-04-26"
634;3;"4";"27";"Mukamba R.H.C.";"030427";"03-04-27"
635;3;"4";"45";"Chikurumadziva Clinic";"030445";"03-04-45"
636;3;"4";"46";"Makarara Clinic";"030446";"03-04-46"
637;3;"4";"47";"Zviduri Clinic";"030447";"03-04-47"
638;3;"5";"01";"Border Church R.H.C.";"030501";"03-05-01"
639;3;"5";"02";"Chimbwanda R.H.C.";"030502";"03-05-02"
640;3;"5";"03";"Dimbiti R.H.C.";"030503";"03-05-03"
641;3;"5";"04";"Kushinga Pikelela";"030504";"03-05-04"
642;3;"5";"05";"Mudzimurema R.H.C.";"030505";"03-05-05"
643;3;"5";"06";"Winimbi R.H.C.";"030506";"03-05-06"
644;3;"5";"0A";"Marondera Provincial Hospital";"03050A";"03-05-0A"
645;3;"5";"0B";"Chiota Hospital";"03050B";"03-05-0B"
646;3;"5";"11";"Prisons Marondera";"030511";"03-05-11"
647;3;"5";"12";"Z.R.P. Clinic";"030512";"03-05-12"
648;3;"5";"25";"Masikana Clinic";"030525";"03-05-25"
649;3;"5";"28";"Marondera Rural Clinic";"030528";"03-05-28"
650;3;"5";"29";"Chipararwe Clinic";"030529";"03-05-29"
651;3;"5";"45";"Igava Clinic";"030545";"03-05-45"
652;3;"5";"46";"Marondera Clinic";"030546";"03-05-46"
653;3;"5";"61";"Dombotombo Clinic";"030561";"03-05-61"
654;3;"5";"62";"Nyameni Clinic";"030562";"03-05-62"
655;3;"5";"63";"Nyembanzvere Clinic";"030563";"03-05-63"
656;3;"5";"86";"Waddilove";"030586";"03-05-86"
657;3;"5";"88";"Rakodzi Clinic";"030588";"03-05-88"
658;3;"6";"01";"Chimukoko R.H.C.";"030601";"03-06-01"
659;3;"6";"02";"Chiunye R.H.C.";"030602";"03-06-02"
660;3;"6";"03";"Gozi R.H.C.";"030603";"03-06-03"
661;3;"6";"04";"Kondo R.H.C.";"030604";"03-06-04"
662;3;"6";"05";"Makaha R.H.C.";"030605";"03-06-05"
663;3;"6";"06";"Msarakufa R.H.C.";"030606";"03-06-06"
664;3;"6";"07";"Nyamanyoka R.H.C.";"030607";"03-06-07"
665;3;"6";"0A";"Kotwa Hospital";"03060A";"03-06-0A"
666;3;"6";"25";"St Pius Clinic";"030625";"03-06-25"
667;3;"6";"26";"Kapotese Clinic";"030626";"03-06-26"
668;3;"6";"27";"Kotwa Clinic";"030627";"03-06-27"
669;3;"6";"28";"Masenda Clinic";"030628";"03-06-28"
670;3;"6";"29";"Nyamapanda Clinic";"030629";"03-06-29"
671;3;"6";"30";"Nyamatawa Clinic";"030630";"03-06-30"
672;3;"6";"31";"Nyamukoho Clinic";"030631";"03-06-31"
673;3;"6";"32";"Shinga Clinic";"030632";"03-06-32"
674;3;"6";"33";"Suswe Clinic";"030633";"03-06-33"
675;3;"6";"34";"Chisvo Clinic";"030634";"03-06-34"
676;3;"6";"91";"Chikwizo Clinic";"030691";"03-06-91"
677;3;"6";"92";"Dendera Clinic";"030692";"03-06-92"
678;3;"6";"93";"Nyahuku Clinic";"030693";"03-06-93"
679;3;"7";"01";"Chitate R.H.C.";"030701";"03-07-01"
680;3;"7";"02";"Chitowa R.H.C.";"030702";"03-07-02"
681;3;"7";"03";"Jekwa R.H.C.";"030703";"03-07-03"
682;3;"7";"04";"Kadenge R.H.C.";"030704";"03-07-04"
683;3;"7";"05";"Madamombe R.H.C.";"030705";"03-07-05"
684;3;"7";"06";"Munamba R.H.C.";"030706";"03-07-06"
685;3;"7";"07";"Z.P.S Clinic";"030707";"03-07-07"
686;3;"7";"08";"ZRP Mrewa  clinic";"030708";"03-07-08"
687;3;"7";"0A";"Murewa Hospital";"03070A";"03-07-0A"
688;3;"7";"0B";"St.Paul's Musami";"03070B";"03-07-0B"
689;3;"7";"0C";"Nhowe Mission Hospital";"03070C";"03-07-0C"
690;3;"7";"22";"Murewa Polyclinic";"030722";"03-07-22"
691;3;"7";"23";"Chitowa 1 Clinic";"030723";"03-07-23"
692;3;"7";"24";"Chitowa 2 Clinic";"030724";"03-07-24"
693;3;"7";"25";"Dandara R.H.C.";"030725";"03-07-25"
694;3;"7";"26";"Dombwe R.H.C.";"030726";"03-07-26"
695;3;"7";"27";"Kadzere R.H.C.";"030727";"03-07-27"
696;3;"7";"28";"Nyamutumbu R.H.C.";"030728";"03-07-28"
697;3;"7";"29";"Shambamuto R.H.C.";"030729";"03-07-29"
698;3;"7";"30";"Craiglea Clinic";"030730";"03-07-30"
699;3;"7";"31";"Matututu Clinic";"030731";"03-07-31"
700;3;"7";"32";"Ngwerume clinic";"030732";"03-07-32"
701;3;"7";"45";"Macheke Clinic";"030745";"03-07-45"
702;3;"7";"46";"Virginia Clinic";"030746";"03-07-46"
703;3;"7";"47";"Waterloo Clinic";"030747";"03-07-47"
704;3;"7";"49";"Kambarami clinic";"030749";"03-07-49"
705;3;"7";"50";"Muchinjike clinic";"030750";"03-07-50"
706;3;"7";"71";"Nohoreka Clinic";"030771";"03-07-71"
707;3;"7";"72";"Goso clinic ";"030772";"03-07-72"
708;3;"8";"01";"Hoyuyu I R.H.C";"030801";"03-08-01"
709;3;"8";"02";"Hoyuyu Ii R.H.C.";"030802";"03-08-02"
710;3;"8";"03";"Kapondoro R.H.C.";"030803";"03-08-03"
711;3;"8";"04";"Katsukunya R.H.C.";"030804";"03-08-04"
712;3;"8";"05";"Kawere R.H.C.";"030805";"03-08-05"
713;3;"8";"06";"Mushimbo R.H.C.";"030806";"03-08-06"
714;3;"8";"07";"Nyamuzizi R.H.C.";"030807";"03-08-07"
715;3;"8";"08";"Nyadiri R.H.C.";"030808";"03-08-08"
716;3;"8";"09";"Kushimga R.H.C.";"030809";"03-08-09"
717;3;"8";"0A";"Mutoko Hospital";"03080A";"03-08-0A"
718;3;"8";"0B";"Nyamuzuwe Hospital";"03080B";"03-08-0B"
719;3;"8";"0C";"Makosa Hospital";"03080C";"03-08-0C"
720;3;"8";"0D";"Nyadiri Mission Hospital";"03080D";"03-08-0D"
721;3;"8";"0E";"Luisa Guidotti";"03080E";"03-08-0E"
722;3;"8";"10";"Nzira R.H.C.";"030810";"03-08-10"
723;3;"8";"11";"Mutoko Prison Clinic";"030811";"03-08-11"
724;3;"8";"20";"Epi Mobile";"030820";"03-08-20"
725;3;"8";"21";"ZNFPC Clinic";"030821";"03-08-21"
726;3;"8";"25";"Charehwa Clinic";"030825";"03-08-25"
727;3;"8";"26";"Matedza Clinic";"030826";"03-08-26"
728;3;"8";"27";"Mother Of Peace Clinic";"030827";"03-08-27"
729;3;"8";"61";"Mutemwa Leprosy Settl. Clinic";"030861";"03-08-61"
730;3;"8";"91";"Chindenga Clinic";"030891";"03-08-91"
731;3;"8";"98";"Kowo Clinic";"030898";"03-08-98"
732;3;"8";"99";"Kawazva Clinic";"030899";"03-08-99"
733;3;"9";"01";"Acton Reynolds R.H.C";"030901";"03-09-01"
734;3;"9";"02";"Zhakata R.H.C.";"030902";"03-09-02"
735;3;"9";"03";"ZRP Clinic";"030903";"03-09-03"
736;3;"9";"04";"Ringa Clinic";"030904";"03-09-04"
737;3;"9";"05";"Masasa R.H.C.";"030905";"03-09-05"
738;3;"9";"06";"Epi Unit";"030906";"03-09-06"
739;3;"9";"07";"Cbd Clinic";"030907";"03-09-07"
740;3;"9";"0A";"Beatrice Rural Hospital";"03090A";"03-09-0A"
741;3;"9";"0B";"Kunaka Hospital";"03090B";"03-09-0B"
742;3;"9";"21";"Charakupa Clinic";"030921";"03-09-21"
743;3;"9";"22";"Jonas Clinic";"030922";"03-09-22"
744;3;"9";"23";"Makanyazingwa Clinic";"030923";"03-09-23"
745;3;"9";"24";"Marirangwe Clinic";"030924";"03-09-24"
746;3;"9";"25";"Muda Clinic";"030925";"03-09-25"
747;3;"9";"26";"Epworth Polyclinic";"030926";"03-09-26"
748;3;"9";"45";"Christon Bank";"030945";"03-09-45"
749;3;"9";"81";"Arbor Acres Clinic";"030981";"03-09-81"
750;3;"9";"82";"Gilston Clinic";"030982";"03-09-82"
751;3;"9";"83";"Derbyshire Clinic";"030983";"03-09-83"
752;3;"9";"84";"Lanark Clinic";"030984";"03-09-84"
753;3;"9";"90";"Epworth Mission Clinic";"030990";"03-09-90"
754;4;"1";"01";"Chibero R.H.C.";"040101";"04-01-01"
755;4;"1";"02";"Gora R.H.C.";"040102";"04-01-02"
756;4;"1";"03";"Mbyuanehanda R.H.C.";"040103";"04-01-03"
757;4;"1";"04";"Monera R.H.C.";"040104";"04-01-04"
758;4;"1";"05";"Msengezi R.H.C.";"040105";"04-01-05"
759;4;"1";"06";"Musinami R.H.C.";"040106";"04-01-06"
760;4;"1";"0A";"Chegutu Hospital";"04010A";"04-01-0A"
761;4;"1";"0B";"Mhondoro Hospital";"04010B";"04-01-0B"
762;4;"1";"0C";"Norton Selous Hospital";"04010C";"04-01-0C"
763;4;"1";"25";"Chikara Clinic";"040125";"04-01-25"
764;4;"1";"26";"Chivero Clinic";"040126";"04-01-26"
765;4;"1";"27";"Mhondoro North Clin.";"040127";"04-01-27"
766;4;"1";"28";"Mupawose Clinic";"040128";"04-01-28"
767;4;"1";"29";"Rwizi Clinic";"040129";"04-01-29"
768;4;"1";"30";"Watyoka Clinic";"040130";"04-01-30"
769;4;"1";"45";"Chegutu Clinic";"040145";"04-01-45"
770;4;"1";"46";"Dombwe Clinic";"040146";"04-01-46"
771;4;"1";"47";"Kutanga-Utano Clinic";"040147";"04-01-47"
772;4;"1";"48";"Sandringham Clinic";"040148";"04-01-48"
773;4;"1";"49";"Selous Clinic";"040149";"04-01-49"
774;4;"1";"51";"David Whitehead";"040151";"04-01-51"
775;4;"1";"52";"Hunyani Pulp Clinic";"040152";"04-01-52"
776;4;"1";"61";"Pfupajena Munic Clinic";"040161";"04-01-61"
777;4;"1";"62";"Chinengundu Clinic";"040162";"04-01-62"
778;4;"1";"76";"Zmdc Clinic";"040176";"04-01-76"
779;4;"1";"77";"Lismore Clinic";"040177";"04-01-77"
780;4;"1";"78";"Homedale Clinic";"040178";"04-01-78"
781;4;"1";"79";"Mafuti Clinic";"040179";"04-01-79"
782;4;"1";"80";"Brunswick Clinic";"040180";"04-01-80"
783;4;"1";"81";"Dadle Hall";"040181";"04-01-81"
784;4;"1";"82";"CBDS";"040182";"04-01-82"
785;4;"1";"83";"Suri Suri Airbase Clinic";"040183";"04-01-83"
786;4;"1";"84";"Chegutu Hospital FCH";"040184";"04-01-84"
787;4;"2";"01";"Chirundu R.H.C.";"040201";"04-02-01"
788;4;"2";"02";"Chivende R.H.C.";"040202";"04-02-02"
789;4;"2";"04";"Marongora R.H.C.";"040204";"04-02-04"
790;4;"2";"05";"Masanga R.H.C.";"040205";"04-02-05"
791;4;"2";"06";"Zvipani R.H.C.";"040206";"04-02-06"
792;4;"2";"0A";"Karoi Hospital";"04020A";"04-02-0A"
793;4;"2";"0B";"Hurungwe Hospital";"04020B";"04-02-0B"
794;4;"2";"0C";"Mwani Hospital";"04020C";"04-02-0C"
795;4;"2";"0D";"Chidamoyo Hospital";"04020D";"04-02-0D"
796;4;"2";"25";"Chinhere Clinic";"040225";"04-02-25"
797;4;"2";"26";"Chundu Clinic";"040226";"04-02-26"
798;4;"2";"27";"Kasangarare Clinic";"040227";"04-02-27"
799;4;"2";"28";"Nyamakate Clinic";"040228";"04-02-28"
800;4;"2";"29";"Nyamhunga Clinic";"040229";"04-02-29"
801;4;"2";"45";"Helwin Clinic";"040245";"04-02-45"
802;4;"2";"46";"Hesketh Clinic";"040246";"04-02-46"
803;4;"2";"47";"Mashongwe Clinic";"040247";"04-02-47"
804;4;"2";"48";"Nyangoma Clinic";"040248";"04-02-48"
805;4;"2";"49";"Tengwe Clinic";"040249";"04-02-49"
806;4;"2";"61";"Karoi Static Clinic";"040261";"04-02-61"
807;4;"2";"75";"Lynx Clinic";"040275";"04-02-75"
808;4;"2";"91";"Kapfunde Clinic";"040291";"04-02-91"
809;4;"2";"92";"Karoi Hospital Mobile";"040292";"04-02-92"
810;4;"2";"93";"Hurungwe RCD Mobile";"040293";"04-02-93"
